company_name,position_name,salary,city,work_years,education,advantage,desc,mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一起嗨,html5前端开发人员,15k-20k,北京,3-5年,本科,"高级前端,发展空间好",https://www.lagou.com/jobs/3185785.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杏和软件,高级Web / html5前端工程师...,15k-25k,杭州,3-5年,学历不限,"产品负责人,帅哥靓妹,旅游,五险一金",https://www.lagou.com/jobs/5809501.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
锦晨云,html5前端,6k-12k,南京,1-3年,大专,交通便利领导nice调薪周期短,https://www.lagou.com/jobs/5680768.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桑葚科技,html5前端开发,6k-8k,青岛,3-5年,大专,"带薪休假,五险一金,扁平管理,福利多多",https://www.lagou.com/jobs/4860294.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
博创力讯,web前端开发实习生/html5前...,4k-6k,郑州,不限,大专,"环境优美,零食茶点,交通便利",https://www.lagou.com/jobs/5801650.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
武汉政通,高级HTML5前端工程师,15k-18k,武汉,3-5年,本科,"五险一金,餐饮补助,周末双休,年终奖金",https://www.lagou.com/jobs/5005052.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
真甜农业,html5前端,5k-10k,广州,1-3年,大专,"公司提供吃住,早九晚六",https://www.lagou.com/jobs/5539201.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鼎盛互动,html5前端开发,16k-25k,广州,3-5年,大专,"薪资+项目奖金+年终奖金,补贴,津贴",https://www.lagou.com/jobs/5701138.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
以慷信息,html5前端,9k-15k,上海,3-5年,学历不限,弹性工作制,https://www.lagou.com/jobs/5783422.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
深圳市源动信息技术有限公司,HTML5前端工程师,5k-10k,深圳,1-3年,大专,"五险一金,带薪年假,员工福利",https://www.lagou.com/jobs/5208617.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四维弧度,HTML5前端开发工程师,7k-13k,北京,1-3年,学历不限,"双休,加班少",https://www.lagou.com/jobs/5703610.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
肆客体育,HTML5前端开发工程师,10k-20k,北京,3-5年,本科,"五险一金,年轻团队,工作餐,水果",https://www.lagou.com/jobs/5751095.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小果科技,html5前端,11k-15k,上海,3-5年,本科,H5技术开发,https://www.lagou.com/jobs/5762448.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奇好网络,HTML5网页前端工程师,4K-8K,广州,1-3年,学历不限,"有良好的团队合作能力,技术视野开阔",https://www.lagou.com/jobs/3550874.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
廊坊立晨,兼职-html5前端开发工程师,10k-20k,北京,3-5年,学历不限,"兼职,可业余时间,可全职",https://www.lagou.com/jobs/5784363.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
晶锐互动,HTML5前端互动工程师,8k-12k,上海,3-5年,大专,"新零售行业优质项目,优秀团队",https://www.lagou.com/jobs/4667440.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Createc,HTML5前端开发,8k-15k,上海,1-3年,本科,"工作环境好,老板人好,时间自由,团队年轻",https://www.lagou.com/jobs/4926967.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乐漫科技,HTML5前端工程师,6k-10k,长沙,1-3年,大专,"五险一金,双休,零食水果,交通补助",https://www.lagou.com/jobs/4975691.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
撒米,web/HTML5前端工程师,8k-12k,广州,1-3年,大专,"自由打卡,气氛融洽",https://www.lagou.com/jobs/5047558.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
众趣,Html5 前端工程师,15k-30k,北京,3-5年,本科,"股票期权,虚拟现实,增强现实AR",https://www.lagou.com/jobs/1509552.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UUTU,HTML5前端工程师,8k-15k,北京,1-3年,大专,五险一金,https://www.lagou.com/jobs/3525785.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盛杰科技,HTML5，Web前端开发,4k-8k,佛山,应届毕业生,学历不限,"良好的学习环境,待遇丰厚,有漂亮妹子",https://www.lagou.com/jobs/857074.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
逸创云客服,HTML5前端/H5前端,7k-13k,成都,1-3年,大专,"竞升空间大,五险一金,节假日双休",https://www.lagou.com/jobs/5806498.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
真甜农业,html5前端,5k-10k,广州,1-3年,大专,五险一金,https://www.lagou.com/jobs/5562637.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
既明科技,HTML5游戏前端开发主程,20k-30k,深圳,5-10年,大专,"快速成长,大品牌项目,领导优秀",https://www.lagou.com/jobs/5561045.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
博朗特软件,Html5前端,3k-6k,合肥,应届毕业生,本科,"发展机会,团队活动,薪资待遇,人性化管理",https://www.lagou.com/jobs/4310168.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
创意怪兽,Html5 游戏前端工程师,4k-8k,成都,1-3年,本科,员工旅游,https://www.lagou.com/jobs/5566479.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smile科技,html5前端,3k-6k,郑州,1-3年,大专,"良好的提升空间,团建旅游",https://www.lagou.com/jobs/5145868.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全民互动科技,html5前端,10k-18k,深圳,1-3年,大专,"颜值高,自由灵活,多金",https://www.lagou.com/jobs/5539504.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美蜂蝶客,html5前端,10k-15k,广州,1-3年,大专,"公司妹子多,弹性上下班,无考勤",https://www.lagou.com/jobs/5024203.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天狐互娱,html5前端,8k-15k,深圳,1-3年,大专,游戏发展前景好,https://www.lagou.com/jobs/5040947.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
互微网络科技,html5前端,3k-6k,东莞,不限,学历不限,"双休,一天八小时,法定节假日",https://www.lagou.com/jobs/5719261.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有道科技,HTML5 Web前端工程师,4k-8k,哈尔滨,1-3年,大专,"五险一金,员工关怀,晋升空间",https://www.lagou.com/jobs/2070845.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尚硅谷,HTML5前端讲师,20k-40k,北京,3-5年,本科,"领导nic,公司氛围好,年底分红,扁平管理",https://www.lagou.com/jobs/4928182.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
既明科技,高级HTML5游戏前端开发工程,8k-12k,深圳,1-3年,大专,"快速成长,大品牌项目,领导优秀",https://www.lagou.com/jobs/5664344.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财人汇,移动开发工程师（H5前端开发）,9k-13k,武汉,1-3年,本科,"团队氛围佳,年终奖,五险一金,各项福利全",https://www.lagou.com/jobs/4293448.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
六六玩科技,cocos creator / H5开发工程师,5k-10k,深圳,不限,大专,"周末双休,年度体检,五险一金,公司旅游",https://www.lagou.com/jobs/4981570.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乐融集团,游戏开发工程师（微信小程序...,16k-24k,北京,1-3年,本科,"通讯补助,交通补助,午餐补助,免费加班餐",https://www.lagou.com/jobs/5157671.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多比特,H5/Cocos2d-JS游戏开发工程师,7k-12k,西安,1-3年,本科,"待遇高,环境佳,成长快,氛围好",https://www.lagou.com/jobs/4318579.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万科,前端开发工程师（web/H5）,10k-20k,深圳,3-5年,本科,世界500,https://www.lagou.com/jobs/4563249.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金邦达,前端开发工程师（H5、小程序）,12k-18k,北京,3-5年,大专,"弹性工作,五险一金,带薪年假,13薪资+",https://www.lagou.com/jobs/5663618.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
点购商城,H5开发工程师,5k-10k,广州,1-3年,大专,"五险一金,餐补,下午茶,双休",https://www.lagou.com/jobs/5804948.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
深圳市特快科技有限公司,H5开发工程师,15k-25k,深圳,5-10年,大专,"五险一金,餐补",https://www.lagou.com/jobs/5654780.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万普瑞邦,H5开发工程师,10k-20k,深圳,3-5年,大专,"双休,带薪年假,节日福利",https://www.lagou.com/jobs/5684201.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叽里呱啦,H5开发工程师,15k-25k,上海,3-5年,本科,"与牛人一起,团队简单,阿姨做饭",https://www.lagou.com/jobs/5735291.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
腾讯,前端/UI开发/H5,15k-30k,深圳,3-5年,本科,"公司平台大,福利好,人性化",https://www.lagou.com/jobs/4861306.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
范特西,H5(layabox)开发工程师,10k-20k,深圳,不限,大专,"公司环境好,福利待遇好,上市公司",https://www.lagou.com/jobs/5580899.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
知网,H5开发工程师,6k-12k,广州,1-3年,本科,"午餐补贴,通讯补贴,交通补贴,节日福利",https://www.lagou.com/jobs/3504468.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
软帝联合,H5开发工程师,6k-12k,福州,1-3年,大专,"国企五险一金,年底双薪双休每天七小时",https://www.lagou.com/jobs/5655559.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万科,前端开发工程师（web/H5）,12k-24k,武汉,3-5年,本科,"世界五百强,信息化变革,数字化转型",https://www.lagou.com/jobs/4835132.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
多比特,H5/Cocos2d-JS游戏开发工程师,8k-15k,武汉,3-5年,本科,"年终奖,节日福利,健身房,下午茶",https://www.lagou.com/jobs/5416153.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万普瑞邦,高级H5开发工程师,20k-35k,深圳,5-10年,本科,"双休,带薪年假,节日福利",https://www.lagou.com/jobs/5684228.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
乐逗游戏,H5高级开发工程师,15k-30k,深圳,5-10年,本科,"新领域,新项目,大平台",https://www.lagou.com/jobs/5683116.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
顶点软件,移动H5研发工程师,6k-10k,福州,1-3年,本科,"六险一金,员工旅游,节日福利,生日福利",https://www.lagou.com/jobs/5424672.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vivo,前端开发工程师（H5）,30k-60k,深圳,3-5年,本科,"股票期权,精英团队,弹性工作",https://www.lagou.com/jobs/5506057.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
淘乐网络,H5游戏开发工程师,12k-24k,深圳,1-3年,本科,"包食宿,待遇优,弹性上下班",https://www.lagou.com/jobs/5454916.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尚游游戏,H5游戏开发工程师,10k-15k,深圳,1-3年,本科,"年底双薪,季度奖,氛围好,稳定平台",https://www.lagou.com/jobs/5805888.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玖粤科技,H5开发工程师,16k-25k,上海,3-5年,本科,"全勤奖,餐补,带薪年假,弹性工作",https://www.lagou.com/jobs/5783224.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
互爱（北京）科技股份有限公司,H5开发工程师,10k-20k,广州,1-3年,大专,"七险一金,包三餐,全勤奖,节假日礼物",https://www.lagou.com/jobs/5213285.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
武汉哈乐沃德,H5游戏开发工程师,6k-10k,武汉,1-3年,本科,"Top薪资,扁平管理,团建旅游",https://www.lagou.com/jobs/5728560.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
深圳市美维软件有限公司,H5开发工程师,10k-15k,深圳,1-3年,大专,"周末双休,五险一金,年底双薪,节日福利",https://www.lagou.com/jobs/5218666.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
世纪阳天,h5游戏高级开发工程师,18k-25k,成都,3-5年,大专,"包吃,五险一金,全勤奖,年终奖,节日福利",https://www.lagou.com/jobs/5824783.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
光辉齐晟,H5开发工程师,15k-30k,深圳,3-5年,大专,"福利待遇好,有前景",https://www.lagou.com/jobs/5281598.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开天创世,H5后端开发工程师,18k-28k,北京,1-3年,本科,"发展空间大,新项目,可参与项目全程",https://www.lagou.com/jobs/5786377.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
万科,Android开发工程师（具备前...,15k-30k,上海,3-5年,本科,"大平台,500强,有发展",https://www.lagou.com/jobs/5248786.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
闻善科技,前端（H5/JS),12k-24k,深圳,3-5年,本科,"稳定,不加班,行业权威",https://www.lagou.com/jobs/5538817.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
星辉游戏,H5游戏开发工程师(白鹭),15k-25k,广州,1-3年,大专,"福利齐全,项目优质",https://www.lagou.com/jobs/5411721.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
传化智联,前端开发工程师（H5）,12k-20k,杭州,不限,大专,"发展空间大,500强,午餐补助,通讯津贴",https://www.lagou.com/jobs/5653586.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
米域联合办公,H5开发工程师,15k-25k,上海,3-5年,本科,"带薪年假,旅游基金,年度旅游,弹性时间",https://www.lagou.com/jobs/4197850.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
云集,00551-资深前端开发工程师-...,20k-40k,杭州,3-5年,本科,"绩效奖金,股票期权",https://www.lagou.com/jobs/5719786.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
博为教育,WEB前端开发(HTML5),10k-15k,深圳,3-5年,本科,"发展潜力,股权期权,工资待遇",https://www.lagou.com/jobs/809592.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAY800,H5游戏开发工程师,10k-20k,广州,1-3年,大专,"五险一金,全勤奖,丰富下午茶,餐费补贴等",https://www.lagou.com/jobs/5710597.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
上海谋卓网络科技有限公司,H5开发工程师,10k-20k,上海,1-3年,本科,"薪资优渥,法定假日,晋升快",https://www.lagou.com/jobs/5340344.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平安人寿,资深开发工程师（H5）,15k-25k,上海,3-5年,本科,"500强,福利好,待遇高",https://www.lagou.com/jobs/4867204.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海万科技,前端开发工程师（h5）,10k-18k,上海,3-5年,本科,"五险一金,年终奖,体检旅游,年终奖",https://www.lagou.com/jobs/3643566.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
马蜂窝,H5广告投放 高级前端开发 (...,25k-38k,北京,3-5年,本科,"免费早午饭,免费班车,年度旅游,六险一金",https://www.lagou.com/jobs/5288648.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
索贝数码,H5前端开发工程师,8k-12k,成都,1-3年,本科,"员工体检,公司食堂,免费车位等",https://www.lagou.com/jobs/5549682.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大圣科技,移动前端H5开发工程师,15k-20k,广州,3-5年,本科,"福利优厚,美味三餐,成长快,团队氛围好",https://www.lagou.com/jobs/5479271.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
homi,H5前端开发工程师,10k-20k,北京,3-5年,本科,"弹性工作制,地铁沿线,交通补贴,团队优秀",https://www.lagou.com/jobs/5504532.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海万科技,前端工程师（H5）,10k-15k,上海,1-3年,本科,"节日礼金,年底奖金,体检旅游,带薪年假",https://www.lagou.com/jobs/4268419.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美图公司,H5前端开发工程师,15k-30k,深圳,3-5年,本科,"弹性工作,五险一金,节日福利",https://www.lagou.com/jobs/5781809.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荔枝微课,H5前端开发工程师,10k-20k,深圳,1-3年,大专,"年轻团队,专人带领",https://www.lagou.com/jobs/5819464.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玩加网络,前端开发工程师H5,8k-15k,北京,1-3年,本科,氛围好,https://www.lagou.com/jobs/5133815.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
广州酷游,H5前端开发工程师,6k-8k,广州,1年以下,本科,优秀项目+一日三餐+七险一金+导师一对一,https://www.lagou.com/jobs/5804752.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
深圳市途乐乐科技有限公司,H5前端开发工程师,12k-20k,深圳,3-5年,大专,"五险一金,项目奖金,业绩奖金",https://www.lagou.com/jobs/5788592.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
猫推科技,H5前端开发工程师,10k-15k,深圳,1-3年,大专,"加班补助,年底分红,旅游",https://www.lagou.com/jobs/4905059.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五四互娱,高级H5前端开发工程师,15k-25k,上海,3-5年,本科,周末双休,https://www.lagou.com/jobs/5464430.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弘金地体育,H5前端开发工程师,10k-20k,深圳,3-5年,本科,"氛围轻松,食堂好吃,90后居多,朝阳产业",https://www.lagou.com/jobs/4433005.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白鹭时代,H5前端开发工程师（游戏、egret）,8k-16k,广州,1-3年,大专,"试用期全薪,福利丰厚,发展空间大",https://www.lagou.com/jobs/5236364.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开天创世,H5游戏前端开发工程师,13k-25k,北京,1-3年,本科,"发展空间大,新项目,可参与项目全程",https://www.lagou.com/jobs/5786316.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
工商管理专修学院,H5开发讲师,12k-18k,北京,3-5年,本科,"收入高,周末双休,无加班",https://www.lagou.com/jobs/4152283.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紫川软件,H5中高级工程师,10k-19k,深圳,3-5年,大专,"周末双休,员工体检,员工旅游",https://www.lagou.com/jobs/4056801.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
贝尔编程 BellCode,H5游戏(白鹭 Egret 引擎)开发,20k-35k,深圳,3-5年,本科,"核心职位,五险一金",https://www.lagou.com/jobs/4053646.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赛格威-纳恩博,h5前端工程师,15k-30k,北京,3-5年,本科,"年终奖,,免费下午茶及晚餐,黑科技",https://www.lagou.com/jobs/5606535.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
海万科技,中高级前端/H5(react/vue),11k-20k,深圳,5-10年,本科,"五险一金,节假日福利",https://www.lagou.com/jobs/5794429.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
巨掌广告,h5前端工程师,18k-25k,上海,3-5年,本科,扁平化管理零食下午茶团建旅游节日福利,https://www.lagou.com/jobs/5825551.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹏开信息,h5前端工程师,13k-18k,深圳,3-5年,本科,"假期比法定多,极少加班",https://www.lagou.com/jobs/5308678.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
易诚互动,H5前端开发工程师,8k-12k,佛山,3-5年,本科,"全额公积金,项目稳定",https://www.lagou.com/jobs/5792190.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
叶檀财经,h5前端工程师,12k-20k,上海,3-5年,本科,"平台好,福利高,氛围佳,提供午餐及晚餐",https://www.lagou.com/jobs/5546957.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
影谱科技,高级前端工程师H5,20k-30k,北京,3-5年,学历不限,"13薪,六险一金,各种补助,弹性工作",https://www.lagou.com/jobs/3009155.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
喜马拉雅,H5游戏前端开发,5k-7k,西安,1-3年,本科,"音频独角兽,互联网,扁平管理,高成长",https://www.lagou.com/jobs/5747211.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
索贝数码,H5前端 开发组长,10k-15k,成都,3-5年,本科,"员工体检,公司食堂,免费车位等",https://www.lagou.com/jobs/5549719.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有伴科技,H5游戏前端开发,9k-15k,深圳,3-5年,本科,"IP品牌,一亿用户,有爱团队,发展空间",https://www.lagou.com/jobs/5835399.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
深圳市途乐乐科技有限公司,H5前端工程师,13k-25k,深圳,5-10年,大专,"五险一金,项目奖金,业绩奖金",https://www.lagou.com/jobs/5699466.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
噗嗤游戏,H5前端工程师(Egret / Laya...,12k-18k,上海,3-5年,大专,"休闲游戏,超酷福利,地铁周边,时间自由",https://www.lagou.com/jobs/4687890.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
微脉,H5前端开发工程师,15k-25k,杭州,5-10年,本科,"五险一金,年终奖金",https://www.lagou.com/jobs/3667410.html,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
